entidad,url,departamento,municipio,valor_inicial,valor_final,sobrecosto_pct,objeto,contratista,estado
ANTIOQUIA - EMPRESAS PÚBLICAS DE LA CEJA DEL TAMBO E.S.P.,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-12093270,Antioquia,Medellín,1540424349,2196585853,42.59615244500397,EJECUTAR LA REPOSICIoN DE REDES DE ACUEDUCTO; ALCANTARILLADO; LA CONSTRUCCIoN DE LA RED PLUVIAL; LA PAVIMENTACION DE VIAS Y DEMAS OBRAS COMPLEMENTARIAS; EN DIFERENTES SECTORES DEL MUNICIPIO DE LA CEJA DEL TAMBO; SEGuN LO ESTABLECIDO EN EL CONVENIO INTERADMINISTRATIVO NO. 2021.04.07.022.211.,OMEGA INGENIERIA ASOCIADOS S.A.S.,Liquidado
ANTIOQUIA - ALCALDÍA MUNICIPIO DE TITIRIBÍ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-8541,Antioquia,Titiribí,1536538462,1662876371,8.222241884889439,CONSTRUCCIoN DE PLACA HUELLAS EN LA VEREDA LA PEÑA; ZONA RURAL DEL MUNICIPIO DE TITIRIBI  DEPARTAMENTO DE ANTIOQUIA.,GUSTAVO GUIO RENTERIA,Liquidado
NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE LABATECA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-21569,Norte De Santander,Labateca,1535304162,1883670893,22.69040491274328,CONSTRUCCIoN DE PLACA HUELLA EN LA VEREDA LA LAGUNA; MUNICIPIO DE LABATECA; DEPARTAMENTO DE NORTE DE SANTANDER,CONSTRUCTORA MATICCES P&B LTDA,Liquidado
ANTIOQUIA - EMPRESAS PÚBLICAS DE LA CEJA DEL TAMBO E.S.P.,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-11800866,Antioquia,Medellín,1530542485,1960935040,28.120261882178333,REALIZAR LAS OBRAS CIVILES; ELECTRICAS; ESTRUCTURALES; HIDRAULICAS Y DEMAS OBRAS COMPLEMENTARIAS A LA FASE III DE LA OPTIMIZACION DE LA PTAR EN EL MUNICIPIO DE LA CEJA DEL TAMBO.,SERVICIOS ENERGETICOS Y AMBIENTALES CALD S.A.S,Liquidado
BOYACÁ - ALCALDÍA MUNICIPIO DE SÁCHICA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-9015,Boyacá,Sáchica,1526491773,2147068190,40.65376754572263,CONSTRUCCIoN Y/O MEJORAMIENTO Y/O ADECUACIÒN DE SISTEMAS DE ACUEDUCTOS URBANOS; RURALES Y POZO PROFUNDO DEL   MUNICIPIO DE SaCHICA,CONSORCIO ACUEDUCTOS SACHICA 2019,Liquidado
SANTANDER - ALCALDÍA MUNICIPIO DE BUCARAMANGA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-194557,Santander,Bucaramanga,1524762067,1590253611,4.295197619183689,ADECUACIONES LOCATIVAS; REPARACIONES Y MANTENIMIENTO GENERAL A LAS INSTITUCIONES EDUCATIVAS; INEM SEDE B; ANDRES PAEZ SOTO JOYA; AURELIO SEDE B; CLUB UNIoN SEDE A; CLUB UNIoN SEDE B; JUVENTUD; BOSCONIA BOLARQUI SEDE B; BOSCONIA CUCHILLA; VIJAGUAL SEDE A; SANTANDER SEDE A; POLITECNICO SEDE B; SANTA MARIA GORETTI SEDE B; JOSE CELESTINO MUTIS; AURELIO MARTINEZ MUTIS SEDE C; MAIPORE SEDE B; BICENTENARIO.,CONSORCIO INSTITUCIONES JG 2018,Liquidado
META - ALCALDÍA MUNICIPIO DE CUMARAL,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-20468,Meta,Cumaral,1523865486,1803791656,18.369480283642307,MEJORAMIENTO DE LA INFRAESTRUCTURA FISICA DEL POLIFUNCIONAL CREER UBICADO EN EL BARRIO EMPRENDEDORES DEL MUNICIPIO DE CUMARAL META,CONSORCIO POLIFUNCIONAL CREER,Liquidado
SANTANDER - INSTITUTO DE VIVIENDA DE INTERÉS SOCIAL Y REFORMA URBANA DE BUCARAMANGA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-9000,Santander,Bucaramanga,1514753730,1665259589,9.935995272314004,RENOVACIoN CON COLOR DE LAS VIVIENDAS DEL BARRIO LA INDEPENDENCIA Y ENTORNOS URBANOS EN EL MUNICIPIO DE BUCARAMANGA,CONSORCIO RENOVACION URBANA,Liquidado
SANTANDER - ALCALDÍA MUNICIPIO DE PUERTO WILCHES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-193148,Santander,Puerto Wilches,1514178399,1914177857,26.41693067766449,REMODELACIoN DEL PARQUE INFANTIL EN EL CASCO URBANO DEL MUNICIPIO DE PUERTO WILCHES,UNION TEMPORAL PARQUE INFANTIL,Liquidado
ANTIOQUIA - EMPRESA DE SERVICIOS PÚBLICOS DE SAN JOSÉ DE LA MARINILLA E.S.P.,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-12593073,Antioquia,Marinilla,1506900007,1584762164,5.167042049127816,REALIZAR LA EXPANSION Y LA OPTIMIZACION DE LAS REDES DE ACUEDUCTO Y ALCANTARILLADO EN DIFERENTES SECTORES DEL MUNICIPIO DE MARINILLA ANTIOQUIA; EN EL MARCO DEL CONVENIO 311SO2021,CONSTRUCTORA ZUGA SAS,Liquidado
CUNDINAMARCA - ALCALDÍA MUNICIPIO DE UBATÉ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-2440,Cundinamarca,Villa de San Diego de Ubate,1499998913,1675444702,11.69639440932048,CONSTRUCCION PRIMERA ETAPA PATINODROMO EN EL MUNICIPIO DE LA VILLA DE SAN DIEGO DE UBATE.,CONSORCIO PATINODROMO UBATE 2018,Liquidado
CUNDINAMARCA - ALCALDÍA MUNICIPIO DE CAJICÁ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-192447,Cundinamarca,Cajicá,1498856849,1778856849,18.68090339559839,REHABILITACIoN Y MANTENIMIENTO POR MEDIO DE ESTABILIZACIoN QUiMICA; DE LA ViAS DEL SECTOR SANTA INeS VEREDA CHUNTAME; DEL MUNICIPIO DE CAJICa DEPARTAMENTO DE CUNDINAMARCA,CONSTRUGROUP VIAL S.A.S,Liquidado
ANTIOQUIA - ALCALDÍA MUNICIPIO DE YONDÓ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-10964,Antioquia,Yondó,1498373887,1853617478,23.708607983769543,OBRA PUBLICA PARA LA CONSTRUCCIoN Y OPERACIoN DE LAS REDES DE SERVICIO DE GAS NATURAL DOMICILIARIO PARA LAS VEREDAS LA CoNDOR; EL DIQUE Y LAS AMeRICAS EN LA ZONA RURAL DEL MUNICIPIO DE YONDo  ANTIOQUIA FASE II,HEGA S.A ESP,Liquidado
CAR - CORPORACIÓN AUTÓNOMA REGIONAL DE CUNDINAMARCA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-12851,Bogotá D.C.,Bogotá D.C.,1496080970,1648793749,10.207520987316617,CONSTRUCCIoN DEL PARQUE LINEAL DEL MUNICIPIO DE VILLAPINZON (CUNDINAMARCA) EN ZONA PARALELA AL RiO BOGOTa  EN LA JURISDICCIoN CAR.,CONSORCIO PARQUE CAR 2019,Liquidado
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-4544,Bogotá D.C.,Bogotá D.C.,1493306243,1521533902,1.890279313591539,PRESTAR EL SERVICIO CENTROS DE DESARROLLO INFANTIL -CDI-; DE CONFORMIDAD CON EL MANUAL OPERATIVO DE LA MODALIDAD INSTITUCIONAL Y LAS DIRECTRICES ESTABLECIDAS POR EL ICBF; EN ARMONIA CON LA POLiTICA DE ESTADO PARA EL DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA DE CERO A SIEMPRE. 200,FUNDACION PERSEVERAR POR COLOMBIA,Liquidado
CUNDINAMARCA - UNIDAD ADMINISTRATIVA ESPECIAL DE VIVIENDA SOCIAL,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-203411,Bogotá D.C.,Bogotá D.C.,1490857046,1531448794,2.72271228880787,CONSTRUCCIoN DE TREINTA Y DOS (32) VIVIENDAS DE INTEReS PRIORITARIO URBANAS EN EL MUNICIPIO DE CAPARRAPi,CARLOS AUGUSTO RAMIREZ BASTIDAS,Liquidado
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-4134,Bogotá D.C.,Bogotá D.C.,1490806849,1994055462,33.756795076274834,PRESTAR EL SERVICIO DE CENTROS DE DESARROLLO INFANTIL -CDI- Y  DESARROLLO INFANTIL EN MEDIO FAMILIAR -DIMF- DE CONFORMIDAD CON EL MANUAL OPERATIVO DE LA MODALIDAD INSTITUCIONAL Y  FAMILIAR Y LAS DIRECTRICES ESTABLECIDAS POR EL ICBF; EN ARMONIA CON LA POLiTICA DE ESTADO PARA EL DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA DE CERO A SIEMPRE.369-318,ASOCIACION JUVENIL VISION FUTURA,Liquidado
SANTANDER - BANCO INMOBILIARIO DE FLORIDABLANCA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-20829,Santander,Floridablanca,1489795653,2180369292,46.353581285419416,CONSTRUCCIoN DE ESCENARIO DEPORTIVO Y RECREATIVO EN EL BARRIO SAN BERNARDO DEL MUNICIPIO DE FLORIDABLANCA,CONSORCIO SAN BERNARDO 21,Liquidado
SANTANDER - E.S.P. AGUAS DE BARRANCABERMEJA S.A. - BARRANCABERMEJA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8353523,Santander,Barrancabermeja,1487023665,1836481353,23.50047926103449,CONSTRUCCIoN DEL SISTEMA DE FLOCULACIoN DE LA PLANTA DE TRATAMIENTO DE AGUA POTABLE DE AGUAS DE BARRANCABERMEJA S.A. E.S.P.,LEONARDO RAFAEL COTE NAVARRO,Liquidado
SANTANDER - ALCALDÍA MUNICIPIO DE SABANA DE TORRES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-191770,Santander,Sabana de Torres,1477709946,1847423383,25.019350922065183,CONSTRUCCIoN FASE I POLIDEPORTIVO CUBIERTO EN LA VILLA OLiMPICA DEL MUNICIPIO DE SABANA DE TORRES; DEPARTAMENTO DE SANTANDER,CONSORCIO POLIDEPORTIVO SABANA,Liquidado
GUAVIARE - GOBERNACIÓN,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-15296,Guaviare,San José del Guaviare,1476921910,2116236483,43.28695841474787,ADECUACIoN; AMPLIACIoN Y REMODELACIoN SEDE SECRETARIA DE CULTURA Y TURISMO DEL DEPARTAMENTO DEL GUAVIARE,CONSORCIO VIDA 2019,Liquidado
BOYACÁ - ALCALDÍA MUNICIPIO DE GARAGOA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-25818,Boyacá,Garagoa,1476132702,1810199643,22.6312268908734,MEJORAMIENTO DE IA URBANAS EN EL MUNICIPIO DE GARAGOA DEPARTAMENTO DE BOYACA,CONSORCIO URBANO GARAGOA,Liquidado
SANTANDER - ALCALDÍA MUNICIPIO DE BUCARAMANGA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-12132,Santander,Bucaramanga,1475498399,1902401047,28.932776090392764,ADECUACION Y MEJORAMIENTO DE EQUIPAMIENTO URBANO MEDIANTE EL EJERCICIO DE PRESUPUESTOS PARTICIPATIVOS DEL MUNICIPIO DE BUCARAMANGA,CONSORCIO EQUIPAMIENTO GEC,Liquidado
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-22-1383,Bogotá D.C.,Bogotá D.C.,1471120782,2326765628,58.16278693560051,PRESTAR EL SERVICIO DE ATENCIoN A NIÑOS Y NIÑAS MENORES DE 5 AÑOS; O HASTA SU INGRESO AL GRADO DE TRANSICIoN; CON EL FIN DE PROMOVER EL DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA CON CALIDAD; DE CONFORMIDAD CON EL LINEAMIENTO; EL MANUAL OPERATIVO Y LAS DIRECTRICES ESTABLECIDAS POR EL ICBF; EN EL MARCO DE LA POLiTICA DE ESTADO PARA EL DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA DE CERO A SIEMPRE; EN EL SERVICIO CENTROS DE DESARROLLO INFANTIL.,FUNDACION HOGAR JUVENIL,Liquidado
SANTANDER - ALCALDÍA MUNICIPIO DE PUENTE NACIONAL,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-205193,Santander,Puente Nacional,1469542539,1501349251,2.1643954602119893,CONSTRUCCIoN DE PAVIMENTO EN CONCRETO RiGIDO Y OPTIMIZACION DE REDES DE ACUEDUCTO Y ALCANTARILLADO SANITARIO LA CALLE 4 ENTRE CARRERAS 3 Y 5 Y CRA 5 ENTRE CALLE 4 Y AV 2 DEL CASCO URBANO DEL MUNICIPIO DE PUENTE NACIONAL,PROYECTOS E INGENIERIA DE VIAS S.A.S - PROINVIAS S.A.S,Liquidado
SANTANDER - ALCALDÍA MUNICIPIO DE MOGOTES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-33475,Santander,Mogotes,1468697777,1537671419,4.696244733268906,REHABILITACIoN DE LA CALLE 5 (ENTRE CARRERA 8 Y CARRERA 7) Y LA CARRERA 8 (ENTRE CALLE 5 Y CALLE 6) DEL PARQUE PRINCIPAL MEDIANTE ESTRUCTURA DE PAVIMENTO CON ACABADO EN PIEDRA LABOR; CONSTRUCCIoN DE ACUEDUCTO Y ALCANTARILLADO EN EL MUNICIPIO DE MOGOTES  SANTANDER,ASOINGENIERIA DEL ORIENTE SAS,Liquidado
CUNDINAMARCA - ALCALDÍA MUNICIPIO DE CACHIPAY,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-21405,Cundinamarca,Cachipay,1468319999,1895740612,29.10950019689816,ADECUACIoN DE ESPACIO PuBLICO EN EL PARQUE PRINCIPAL DEL CASCO URBANO; EN EL MUNICIPIO DE CACHIPAY - CUNDINAMARCA; SEGUNDA FASE CONVENIO ICCU 351 DE 2020,GCS CONSTRUCCIONES S.A.,Liquidado
ANTIOQUIA - EMPRESA DE VIVIENDA DE ANTIOQUIA - VIVA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-4-12853984,Antioquia,Medellín,1468205867,2143368891,45.98558275615445,EJECUCION DE ACTIVIDADES PARA LOS PROYECTOS DE LAS  CICLO INFRAESTRUCTURAS DEPORTIVAS EN EL  DEPARTAMENTO DE ANTIOQUIA,PSPORT SYSTEMS S.A.S.,Liquidado
SANTANDER - ALCALDÍA MUNICIPIO DE PUENTE NACIONAL,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-188288,Santander,Puente Nacional,1458968900,1758965591,20.562240291756734,MEJORAMIENTO DE LA RED VIAL RURAL DEL MUNICIPIO DE PUENTE NACIONAL SANTANDER,CONSORCIO MANTENIMIENTO DE VIAS PUENTE NACIONAL,Liquidado
GUAINÍA - ALCALDÍA MUNICIPIO DE INÍRIDA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-1-211957,Guainía,Inírida,1456428875,2067854273,41.981136771955306,OPTIMIZACIoN DEL SISTEMA DE ALCANTARILLADO SANITARIO Y PLUVIAL DEL MUNICIPIO DE INiRIDA,UNION TEMPORAL MS INIRIDA,Liquidado
GUAVIARE - ALCALDÍA MUNICIPIO DE SAN JOSÉ DEL GUAVIARE,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-9512,Guaviare,San José del Guaviare,1454359186,1620566351,11.428206085535736,CONTRATAR LA CONSTRUCCIoN EN PAVIMENTO RiGIDO DE LA CARRERA 28 ENTRE CALLES 14 Y 22 EN EL MUNICIPIO DE SAN JOSe DEL GUAVIARE; DEPARTAMENTO DEL GUAVIARE,UNION TEMPORAL PAVIMENTO LA 28,Liquidado
META - ALCALDÍA MUNICIPIO DE MAPIRIPÁN,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-12795,Meta,Mapiripán,1452029045,1747399511,20.34191168675968,OPTIMIZACION; MEJORAMIENTO Y CONSTRUCCIoN DEL SISTEMA DE ACUEDUCTO CON IMPLEMENTACION DE ENERGiAS RENOVABLES EN EL CENTRO POBLADO EL MIELON EN EL MUNICIPIO DE MAPIRIPAN - META,UNION TEMPORAL MIELON,Liquidado
ANTIOQUIA - ALCALDÍA MUNICIPIO DE ENVIGADO,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9544646,Antioquia,Envigado,1450000000,1480000000,2.0689655172413794,CONSTRUCCIoN DE UN TRAMO DE COBERTURA SOBRE LA QUEBRADA LA HELIODORA ENTRE LAS URBANIZACIONES PARQUE DE SAN CARLOS Y PALESTINA A RAIZ DE LA EMERGENCIA PRESENTADA EN EL MUNICIPIO DE ENVIGADO,ML MOVIMIENTOS Y TRANSPORTE S.A.S.,Liquidado
BOYACÁ - ALCALDÍA MUNICIPIO DE TIBANÁ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=23-21-36710,Boyacá,Tibaná,1445707753,1793869604,24.08245029311951,MEJORAMIENTO DE ViAS TERCIARIAS EN ZONA RURAL DEL MUNICIPIO DE TIBANa; DEPARTAMENTO DE BOYACa,CONSTRUCTORA TARPEYA S.A.S,Liquidado
ANTIOQUIA - ALCALDÍA MUNICIPIO DE REMEDIOS,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-7760,Antioquia,Remedios,1440621926,1986212070,37.87184785635423,CONSTRUCCIoN DE UNA PISTA DE PATINAJE EN EL SECTOR LOS AHORCADOS EN EL aREA URBANA DEL MUNICIPIO DE REMEDIOS  ANTIOQUIA,JOSE MIGUEL GUTIERREZ ARISMENDY,Liquidado
HUILA - GOBERNACIÓN,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-11-8490713,Huila,Neiva,1440274576,2127971855,47.74765107011096,MEJORAMIENTO URBANISTICO Y PAISAJISTICO DEL CENTRO HISTORICO Y TURISTICO DEL MUNICIPIO DE SAN AGUSTIN HUILA.,CONSORCIO INGEOBRAS,Liquidado
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8360540,Bogotá D.C.,Bogotá D.C.,1438455539,1702119214,18.32963674242559,PRESTAR EL SERVICIO DE ATENCIoN A NIÑOS Y NIÑAS MENORES DE 5 AÑOS; O HASTA SU INGRESO AL GRADO DE TRANSICIoN; CON EL FIN DE PROMOVER EL DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA CON CALIDAD; DE CONFORMIDAD CON EL LINEAMIENTO; EL MANUAL OPERATIVO Y LAS DIRECTRICES ESTABLECIDAS POR EL ICBF; EN EL MARCO DE LA POLiTICA DE ESTADO PARA EL DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA DE CERO A SIEMPRE; EN EL SERVICIO CENTROS DE DESARROLLO INFANTIL.,ASOCIACION PARA LA PRODUCCION AUTOGESTIONARIA YSOSTENIBEL DE SUCRE - ASPPAS,Liquidado
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8359887,Bogotá D.C.,Bogotá D.C.,1438455539,1525817578,6.073322159177281,PRESTAR EL SERVICIO DE ATENCIoN A NIÑOS Y NIÑAS MENORES DE 5 AÑOS; O HASTA SU INGRESO AL GRADO DE TRANSICIoN; CON EL FIN DE PROMOVER EL DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA CON CALIDAD; DE CONFORMIDAD CON EL LINEAMIENTO; EL MANUAL OPERATIVO Y LAS DIRECTRICES ESTABLECIDAS POR EL ICBF; EN EL MARCO DE LA POLiTICA DE ESTADO PARA EL DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA DE CERO A SIEMPRE; EN EL SERVICIO CENTROS DE DESARROLLO INFANTIL.,CORPORACION JOVENES Y MANANA,Liquidado
VICHADA - ALCALDÍA MUNICIPIO DE CUMARIBO,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-19774,Vichada,Cumaribo,1438276313,1608276313,11.819703798459203,CONSTRUCCION DEL CENTRO DE INTEGRACION CUIDADANA CIC EN EL MUNICIPIO DE CUMARIBO DEPARTAMENTO DE VICHADA,UNION TEMPORAL CUMARIBO 2020,Liquidado
SANTANDER - UNIDADES TECNOLÓGICAS DE SANTANDER,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-203773,Santander,Bucaramanga,1428007069,2142010604,50.00000003501384,DESARROLLO DEL PROYECTO 09-2019 ADECUACIoN Y MEJORAMIENTO SEDE REGIONAL VeLEZ UTS; PRIMERA ETAPA,CONSORCIO UTS,Liquidado
CUNDINAMARCA - ALCALDÍA MUNICIPIO DE UBATÉ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-22113,Cundinamarca,Villa de San Diego de Ubate,1425483611,1445543620,1.4072423453488585,CONSTRUCCION DE LAS OBRAS DE URBANISMO DEL COLISEO BICENTENARIO DEL MUNICIPIO DE UBATE,CONSORCIO CONSTRUOBRAS 2021,Liquidado
BOYACÁ - ALCALDÍA MUNICIPIO DE NOBSA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-34050,Boyacá,Nobsa,1424873384,1751976117,22.956617526375243,ADECUACIoN Y CONSTRUCCIoN DE ANDENES EN EL MUNICIPIO DE NOBSA BOYACA,PAVIGAS S.A.S,Liquidado
VAUPÉS - GOBERNACIÓN,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-28544,Vaupés,Mitú,1423366752,1698693932,19.343375810425,MANTENIMIENTO Y ADECUACION DE AREAS LOCATIVAS DE LAS DIFERENTES INSTITUCIONES EDUCATIVAS DEL DEPARTAMENTO DEL VAUPeS,CONSORCIO INTENADOS 2021,Liquidado
VALLE DEL CAUCA - EMPRESAS PÚBLICAS MUNICIPALES DE CARTAGO,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-7966117,Valle del Cauca,Cartago,1417801586,2067620415,45.83284681133091,REALIZAR EL CAMBIO DE REDES PRIMARIAS Y SECUNDARIAS DE ACUEDUCTO POR CUMPLIMIENTO DE LA VIDA uTIL EN DIFERENTES SECTORES DE LA CIUDAD Y AMPLIACION DE LA RED PRIMARIA DE ACUEDUCTO EN LAS URBANIZACIONES CASCABELES Y BULEVAR EN EL MUNICIPIO DE CARTAGO VALLE,LUIS FERNANDO RODRIGUEZ QUINTERO,Liquidado
HUILA - GOBERNACIÓN,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-13658,Huila,Neiva,1416810353,1700327517,20.010946659139776,REMODELACIoN DEL PARQUE PRINCIPAL DEL MUNICIPIO DE NATAGA; HUILA,CONSORCIO PARQUE NATAGA,Liquidado
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-3974,Bogotá D.C.,Bogotá D.C.,1416243863,1942888565,37.1860182952122,BRINDAR ATENCIoN INTEGRAL A NIÑOS Y NIÑAS MENORES DE 5 AÑOS; CON CRITERIOS DE CALIDAD PARA POTENCIAR TODAS LAS DIMENSIONES DEL DESARROLLO INFANTIL EN LAS DIFERENTES MODALIDADES DE ATENCIoN A LA PRIMERA INFANCIA,FUNDACION TIERRA FIRME,Liquidado
ANTIOQUIA - EMPRESA DE DESARROLLO URBANO EDU - MEDELLIN,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10942545,Antioquia,Medellín,1409944660,3500304934,148.258320578341,CONSTRUCCIoN DE OBRAS DE MEJORAMIENTO VIAL; CONEXIONES Y URBANISMO PAQUETE 2; EN EL MUNICIPIO DE MEDELLIN,MEGA PROYECTO VIAL SIGLO XXI S.A.S.,Liquidado
ANTIOQUIA - EMPRESAS PÚBLICAS DE LA CEJA DEL TAMBO E.S.P.,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-11034286,Antioquia,Medellín,1408980411,1958404933,38.994475559106974,REALIZAR LA PAVIMENTACIoN Y LA REPOSICIoN DE REDES DE ACUEDUCTO Y ALCANTARILLADO Y LA CONSTRUCCIoN DE LA RED PLUVIAL EN DIFERENTES SECTORES DEL MUNICIPIO DE LA CEJA DEL TAMBO; SEGuN LO ESTABLECIDO EN EL CONVENIO INTERADMINISTRATIVO NO. 2020.04.07.024.266,FIRMA INGENIERIA Y ARQUITECTURA S.A.S.,Liquidado
SANTANDER - ALCALDÍA MUNICIPIO DE BUCARAMANGA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-199485,Santander,Bucaramanga,1402277558,1451406131,3.5034842224865725,MANTENIMIENTO DE ESCENARIOS DEPORTIVOS EN DIFERENTES BARRIOS DEL MUNICIPIO DE BUCARAMANGA,CONSORCIO SAN IGNACIO 2019,Liquidado
CUNDINAMARCA - ALCALDÍA MUNICIPIO DE CAJICÁ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-20040,Cundinamarca,Cajicá,1401851240,1649336106,17.654146098982658,MANTENIMIENTO DE INSTITUCIONES EDUCATIVAS DEPARTAMENTALES IED EN EL MUNICIPIO DE CAJICA.,CONSORCIO LEEGS IED,Liquidado
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-4196,Bogotá D.C.,Bogotá D.C.,1401849393,1888546476,34.71821476902405,BRINDAR ATENCIoN INTEGRAL A NIÑOS Y NIÑAS MENORES DE 5 AÑOS; CON CRITERIOS DE CALIDAD PARA POTENCIAR TODAS LAS DIMENSIONES DEL DESARROLLO INFANTIL EN LAS DIFERENTES MODALIDADES DE ATENCIoN A LA PRIMERA INFANCIA,FUNDACION GRANITO DE MOSTAZA,Liquidado
CAUCA - ALCALDÍA MUNICIPIO DE MIRANDA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-21596,Cauca,Miranda,1401292568,1551292568,10.7044027368309,REALIZAR EL MEJORAMIENTO DE LA ViA QUE COMUNICA LAS VEREDAS MONTERREDONDO Y LA MINA EN EL MUNICIPIO DE MIRANDA,CONSORCIO MIRANDA RURAL 2021,Liquidado
CÓRDOBA - AGUAS DE CÓRDOBA S.A. E.S.P.,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-22-28315,Córdoba,Montería,1400078115,1549427006,10.667182737871736,AUNAR ESFUERZOS PARA LA REALIZACIoN DE LA OBRA QUE TIENE POR OBJETO CONSTRUCCIoN DE REDES DE RECOLECCIoN SECUNDARIOS EN EL SECTOR EN EL SECTOR NUEVA ESPERANZA  CALLE 3 Y 4 SECTOR LA VICTORIA CALLE 1; 2; Y 3 SECTOR EL MILAGRO CALLE 1; 2 Y 3 DEL BARRIO 3 DE AGOSTO MUNICIPIO DE TIERRALTA DEPARTAMENTO DE CORDOBA,ASOCIACION DE MUNICIPIOS SOLIDARIOS Y SOSTENIBLES AMUSSIM,Liquidado
